N,P,K,ph,moisture,organic_carbon,soil_quality
11,10,11,8.04,48,0.74,Bad
71,34,52,7.95,36,0.68,Bad
12,12,29,6.31,34,0.96,Bad
55,35,42,6.49,11,1.01,Bad
77,52,22,5.71,44,0.42,Bad
34,51,37,8.49,61,0.67,Bad
60,36,37,7.18,17,0.97,Bad
22,49,36,8.31,42,0.88,Bad
53,56,29,6.16,34,0.79,Bad
44,19,18,8.03,30,0.52,Bad
64,22,42,6.29,45,0.81,Bad
96,17,42,7.97,22,0.81,Bad
18,28,8,5.02,65,0.63,Bad
11,44,48,7.05,55,1.16,Bad
70,18,22,7.21,18,0.85,Bad
50,32,14,7.12,44,1.05,Bad
53,15,39,6.29,55,0.33,Bad
73,10,39,7.24,45,0.96,Bad
40,29,44,5.46,58,0.8,Bad
56,5,58,6.88,56,0.51,Bad
11,29,27,6.72,53,0.34,Bad
91,6,29,5.77,55,0.58,Bad
86,36,5,7.62,60,0.64,Bad
78,17,22,4.82,19,0.34,Bad
67,37,19,5.19,14,0.87,Bad
53,36,29,6.38,40,0.51,Bad
83,28,36,8.07,33,1.01,Bad
65,31,57,6.8,41,0.85,Good
52,8,24,7.87,58,0.51,Bad
98,28,21,6.57,58,0.56,Bad
43,27,15,7.64,12,1.14,Bad
39,33,17,5.8,25,1.15,Bad
80,38,29,7.76,66,0.62,Bad
79,25,24,6.11,50,0.88,Bad
64,34,29,6.74,58,1.18,Bad
76,30,46,5.2,29,1.19,Bad
22,24,49,8.18,53,0.27,Bad
12,20,53,7.31,33,0.75,Bad
35,7,35,7.94,43,0.93,Bad
66,53,57,5.33,61,0.39,Bad
33,41,5,4.77,57,1.02,Bad
62,44,56,5.85,32,0.67,Bad
79,48,20,6.57,64,0.7,Bad
52,29,52,7.71,62,0.47,Bad
69,27,32,6.09,64,0.5,Bad
67,48,25,5.58,47,0.28,Bad
58,5,34,5.99,11,1.13,Bad
51,37,7,7.31,50,0.58,Bad
85,19,38,5.84,14,0.36,Bad
75,21,10,8.42,27,0.34,Bad
20,38,47,5.2,63,0.61,Bad
99,21,33,7.51,67,0.83,Bad
27,56,7,6.86,62,0.98,Bad
94,45,37,5.43,59,1.12,Bad
61,48,15,7.51,38,0.84,Bad
55,8,49,6.29,19,0.62,Bad
53,17,9,7.23,51,0.62,Bad
31,8,54,7.15,64,0.77,Bad
62,11,36,4.94,51,0.74,Bad
68,50,51,7.86,59,0.84,Bad
39,13,22,7.23,25,0.7,Bad
17,27,51,7.62,32,0.26,Bad
66,37,24,6.29,39,0.7,Bad
82,37,56,5.28,15,0.22,Bad
29,24,56,5.8,53,0.38,Bad
34,8,43,8.11,69,0.59,Bad
28,5,53,8.25,45,0.75,Bad
14,58,44,6.43,29,0.38,Bad
84,46,32,5.7,25,0.48,Bad
88,38,17,7.42,37,0.57,Bad
81,31,30,7.56,63,0.4,Bad
92,25,20,7.76,66,1.2,Bad
96,28,29,4.62,35,1.0,Bad
36,19,14,4.54,31,1.01,Bad
49,39,33,5.93,63,0.77,Bad
35,29,50,5.11,20,1.16,Bad
36,59,42,7.72,10,0.93,Bad
71,13,24,6.63,14,0.53,Bad
92,21,58,7.8,58,0.81,Bad
59,25,30,5.21,52,0.74,Bad
51,17,36,7.01,55,0.78,Bad
38,7,43,6.82,50,1.02,Bad
48,8,42,5.86,51,0.71,Bad
69,8,53,6.57,45,0.93,Bad
50,47,57,6.86,11,0.45,Bad
42,32,28,8.06,66,1.13,Bad
92,11,35,4.72,15,0.29,Bad
92,30,44,7.79,36,1.19,Bad
25,15,16,8.42,35,0.83,Bad
32,28,40,7.43,44,0.67,Bad
16,47,14,7.45,22,0.51,Bad
35,14,10,5.37,21,0.61,Bad
21,41,11,6.59,27,0.98,Bad
81,17,57,7.32,47,0.34,Bad
14,48,35,6.91,51,0.45,Bad
78,46,31,6.04,15,0.32,Bad
58,43,12,8.26,37,0.63,Bad
35,23,7,6.56,37,0.59,Bad
14,55,44,8.38,34,0.85,Bad
31,23,51,6.76,14,1.2,Bad
88,16,25,7.67,68,1.09,Bad
22,56,5,7.47,24,1.08,Bad
37,26,49,7.14,56,0.85,Bad
42,51,58,4.56,53,0.47,Bad
32,41,54,4.81,18,0.58,Bad
27,34,19,6.83,54,0.45,Bad
39,50,11,8.15,57,0.34,Bad
35,16,19,6.9,62,0.64,Bad
25,33,29,5.44,11,1.1,Bad
86,25,7,5.78,58,0.94,Bad
48,15,34,6.99,18,1.18,Bad
42,41,18,6.89,35,0.39,Bad
35,52,56,8.32,32,0.7,Bad
57,22,8,6.62,60,0.99,Bad
74,48,40,5.92,37,0.66,Bad
47,31,7,6.6,15,0.56,Bad
11,41,9,7.64,67,1.02,Bad
15,52,29,6.66,13,0.63,Bad
55,16,35,5.8,39,1.11,Bad
59,27,15,5.85,66,0.47,Bad
47,38,12,7.53,56,1.1,Bad
97,42,30,4.77,27,0.48,Bad
27,27,6,5.6,39,0.49,Bad
36,57,32,5.11,36,0.62,Bad
50,29,52,8.28,53,0.72,Bad
81,8,14,4.86,40,0.62,Bad
83,34,54,7.53,53,1.06,Bad
26,34,43,7.02,61,1.0,Bad
71,17,41,7.03,58,0.51,Bad
38,46,43,7.55,48,0.71,Bad
67,53,25,6.1,39,0.63,Bad
79,18,32,6.1,61,0.26,Bad
87,51,42,5.65,46,0.95,Bad
31,12,37,6.89,21,0.38,Bad
15,59,15,8.22,26,1.13,Bad
35,28,49,8.2,43,0.6,Bad
48,22,48,7.31,37,0.82,Bad
21,39,5,8.12,13,1.02,Bad
23,29,57,8.35,43,0.38,Bad
31,21,51,7.68,55,0.74,Bad
60,36,37,6.13,23,0.44,Bad
32,28,7,6.43,22,0.71,Bad
57,11,30,8.23,58,0.78,Bad
80,17,19,7.18,67,0.37,Bad
59,31,45,7.78,58,0.78,Bad
98,52,18,4.96,63,0.65,Bad
22,9,27,5.28,59,0.72,Bad
94,40,58,5.88,12,1.1,Bad
19,30,12,5.25,30,0.68,Bad
64,46,58,8.13,25,0.68,Bad
18,49,40,5.37,60,0.67,Bad
88,35,24,6.73,47,0.82,Bad
61,14,56,4.84,64,0.57,Bad
11,50,10,5.12,35,1.0,Bad
34,30,37,5.49,15,0.49,Bad
22,26,32,8.43,27,0.5,Bad
60,16,54,7.69,50,0.79,Bad
67,36,42,7.19,59,0.46,Bad
43,31,34,8.17,15,0.29,Bad
44,37,50,8.32,50,0.41,Bad
12,57,47,6.31,66,1.11,Bad
68,56,21,5.81,59,0.21,Bad
79,24,13,5.76,34,0.33,Bad
57,43,32,4.64,57,0.96,Bad
73,45,58,5.62,33,1.18,Bad
28,44,11,5.92,39,0.89,Bad
76,17,50,4.65,32,1.12,Bad
91,18,32,8.03,54,1.06,Bad
82,48,21,7.89,52,0.68,Bad
85,44,44,5.51,17,0.53,Bad
14,57,52,7.71,67,0.83,Bad
76,26,48,7.68,65,0.73,Bad
20,22,48,5.84,58,0.23,Bad
77,52,9,7.29,18,1.16,Bad
78,33,9,5.66,15,0.77,Bad
10,47,18,4.78,42,1.07,Bad
72,20,10,6.52,42,0.93,Bad
38,50,11,6.25,54,0.54,Bad
91,39,59,5.05,16,1.1,Bad
21,57,57,6.46,51,0.99,Bad
86,38,21,8.3,27,0.63,Bad
50,7,13,7.43,15,1.04,Bad
11,8,35,7.46,54,0.47,Bad
46,58,26,7.53,46,0.87,Bad
54,9,49,7.48,30,0.31,Bad
89,14,13,4.58,35,1.07,Bad
57,56,20,8.2,24,0.93,Bad
33,33,40,7.82,53,0.35,Bad
31,36,38,5.6,63,0.22,Bad
20,35,49,6.71,39,0.59,Bad
67,6,17,6.96,20,0.88,Bad
55,16,23,5.03,17,0.48,Bad
38,31,16,5.52,14,1.17,Bad
44,9,40,4.59,17,1.13,Bad
24,41,14,7.96,14,0.8,Bad
69,31,20,4.6,19,0.52,Bad
51,27,32,5.77,24,1.1,Bad
52,37,23,4.81,47,1.0,Bad
89,8,44,7.63,65,0.29,Bad
83,25,10,8.2,59,0.68,Bad
58,28,8,6.75,64,1.18,Bad
73,48,34,5.06,12,0.65,Bad
41,35,43,6.73,50,1.13,Bad
73,48,35,7.58,19,1.18,Bad
11,52,50,7.37,16,0.59,Bad
33,28,31,7.47,60,1.16,Bad
96,53,49,5.62,33,0.34,Bad
75,57,25,4.79,35,0.36,Bad
47,14,41,5.1,43,0.48,Bad
40,53,13,8.32,67,0.67,Bad
35,53,39,6.95,69,0.38,Bad
38,54,46,7.41,17,0.54,Bad
76,6,51,8.1,48,0.3,Bad
87,35,56,7.91,69,0.63,Bad
34,29,25,5.37,14,1.03,Bad
57,8,21,4.73,45,0.8,Bad
74,55,59,8.2,52,1.01,Bad
62,15,28,8.43,35,0.34,Bad
76,21,35,6.77,69,0.6,Bad
99,48,10,8.05,19,0.24,Bad
27,6,39,5.43,42,0.57,Bad
18,10,54,4.94,45,0.81,Bad
47,13,41,6.5,63,0.77,Bad
96,9,17,7.74,40,0.26,Bad
30,24,29,7.12,47,0.26,Bad
74,33,36,7.05,59,0.51,Good
30,25,5,4.57,34,0.97,Bad
36,13,53,5.77,54,0.22,Bad
79,32,39,8.26,22,0.82,Bad
53,59,23,5.04,10,0.38,Bad
37,12,57,7.41,45,1.14,Bad
54,35,56,7.54,45,0.63,Bad
26,24,58,7.43,59,0.25,Bad
49,31,16,8.46,33,0.91,Bad
12,12,44,6.14,36,0.68,Bad
85,58,44,7.23,27,1.08,Good
85,25,51,5.27,59,0.85,Bad
75,32,47,6.1,56,0.89,Good
55,27,24,6.47,59,0.97,Bad
95,10,37,5.36,24,0.62,Bad
96,7,33,8.13,26,0.99,Bad
39,9,20,7.36,38,0.25,Bad
78,13,18,5.64,14,0.97,Bad
18,11,11,5.04,20,0.84,Bad
94,8,10,5.65,25,0.77,Bad
20,43,25,6.99,61,0.52,Bad
78,9,40,7.81,43,0.31,Bad
75,15,26,6.51,26,0.85,Bad
97,19,44,4.91,42,0.67,Bad
40,38,58,5.5,59,0.42,Bad
42,17,23,5.88,58,0.24,Bad
48,58,29,7.04,66,0.74,Bad
55,52,7,5.49,40,0.33,Bad
46,11,40,5.44,27,1.13,Bad
69,44,49,5.64,60,0.35,Bad
40,10,57,6.87,34,0.23,Bad
20,43,38,6.47,14,0.46,Bad
96,54,15,7.87,39,0.37,Bad
11,34,52,7.29,54,0.99,Bad
36,26,46,7.17,65,0.49,Bad
11,29,51,5.12,32,0.45,Bad
30,32,31,4.72,47,1.19,Bad
67,58,46,6.54,54,0.35,Bad
14,24,6,4.79,27,0.28,Bad
61,43,10,5.96,41,0.51,Bad
54,7,50,4.6,39,0.61,Bad
94,9,6,5.21,38,0.96,Bad
29,5,46,4.94,45,1.16,Bad
70,19,21,7.7,18,0.96,Bad
47,30,44,5.88,32,0.93,Bad
29,7,52,4.82,12,1.19,Bad
34,44,18,5.56,31,0.97,Bad
11,45,14,7.23,65,0.34,Bad
41,51,49,7.48,65,0.66,Bad
35,46,37,4.98,49,0.7,Bad
79,38,46,7.61,54,0.5,Bad
50,56,58,5.98,65,0.36,Bad
76,9,16,7.22,67,0.91,Bad
10,35,36,7.19,40,0.48,Bad
60,55,53,7.67,31,0.82,Bad
14,17,28,7.29,20,0.52,Bad
22,47,18,4.66,51,0.71,Bad
28,5,9,6.58,52,0.54,Bad
21,26,55,5.16,12,0.61,Bad
57,19,9,8.38,66,0.93,Bad
34,30,51,5.52,23,1.08,Bad
66,22,36,6.18,55,0.71,Bad
44,52,49,5.29,28,0.81,Bad
85,13,53,5.04,69,1.06,Bad
14,5,37,6.9,69,0.34,Bad
31,47,50,6.47,40,0.36,Bad
86,13,8,6.0,45,0.56,Bad
66,27,34,4.84,41,0.51,Bad
56,47,45,7.44,35,1.19,Good
63,49,21,4.52,10,0.76,Bad
12,6,7,6.33,11,0.72,Bad
62,18,17,7.03,15,0.78,Bad
93,42,48,6.22,54,1.08,Good
40,44,52,5.0,23,0.44,Bad
78,22,40,7.61,37,0.71,Bad
97,20,22,5.8,42,0.47,Bad
42,57,27,5.04,69,0.98,Bad
81,33,39,6.7,34,0.98,Good
97,48,53,4.58,49,1.16,Bad
59,15,37,5.8,27,0.65,Bad
93,10,55,7.5,55,0.36,Bad
25,7,58,8.15,43,1.1,Bad
85,18,40,6.87,65,1.09,Bad
86,6,21,5.37,21,0.43,Bad
48,36,43,5.38,36,0.48,Bad
98,35,38,6.92,33,0.51,Good
55,15,16,6.13,42,0.65,Bad
97,26,9,5.21,62,1.03,Bad
56,7,52,7.65,24,0.34,Bad
53,54,44,5.3,52,0.9,Bad
18,35,59,5.79,41,0.55,Bad
96,37,31,4.75,59,0.4,Bad
59,28,44,7.31,26,0.54,Bad
86,5,17,5.6,44,0.73,Bad
69,48,30,5.43,56,1.12,Bad
24,19,18,5.71,54,0.83,Bad
45,41,36,8.0,44,0.81,Bad
72,31,15,6.57,22,0.31,Bad
78,42,42,5.13,67,0.28,Bad
95,52,20,7.6,18,0.33,Bad
89,31,59,5.33,19,0.3,Bad
50,48,26,6.15,10,0.78,Bad
83,16,51,6.77,68,0.65,Bad
33,7,20,6.84,43,0.2,Bad
91,34,17,4.78,66,0.55,Bad
58,36,16,7.85,55,0.33,Bad
27,27,22,6.42,46,1.19,Bad
16,6,33,8.46,34,0.66,Bad
13,11,22,7.37,31,0.63,Bad
99,38,50,8.47,19,0.84,Bad
78,36,6,6.31,35,0.56,Bad
69,57,58,5.06,28,0.92,Bad
64,43,6,7.41,49,1.1,Bad
25,36,7,7.61,54,0.7,Bad
99,47,33,7.91,50,0.58,Bad
91,47,12,5.71,59,0.72,Bad
38,18,15,6.54,66,0.8,Bad
32,7,16,7.93,13,1.05,Bad
23,50,36,7.96,49,0.59,Bad
88,36,8,4.6,14,0.25,Bad
58,47,13,7.18,38,0.83,Bad
42,40,28,6.91,47,1.19,Bad
34,21,53,4.83,61,1.05,Bad
30,52,20,8.22,14,0.96,Bad
26,7,21,6.28,69,0.38,Bad
32,14,51,7.2,10,0.95,Bad
66,57,56,8.03,37,0.28,Bad
90,51,26,5.02,28,0.69,Bad
67,44,11,7.92,45,0.57,Bad
23,22,14,7.4,10,1.11,Bad
29,7,33,7.86,38,0.36,Bad
39,43,40,6.48,60,0.99,Bad
28,14,28,4.63,45,0.25,Bad
62,56,50,7.18,41,0.9,Good
65,13,18,6.0,23,0.49,Bad
86,50,18,6.11,41,1.18,Bad
91,59,29,6.27,55,0.87,Bad
32,50,50,6.47,18,0.51,Bad
71,15,26,7.15,28,0.44,Bad
42,37,56,7.41,20,0.84,Bad
27,40,54,7.61,57,0.47,Bad
82,30,51,7.19,60,0.39,Bad
42,31,27,7.71,13,0.85,Bad
41,42,36,4.99,50,0.92,Bad
70,26,30,7.85,34,0.44,Bad
63,30,55,6.05,26,0.74,Good
26,26,31,6.62,56,0.86,Bad
28,9,49,6.24,17,1.14,Bad
79,39,16,6.4,67,1.0,Bad
43,6,23,5.64,54,0.62,Bad
93,39,23,5.18,10,1.04,Bad
34,13,56,4.92,11,0.64,Bad
77,55,38,6.31,19,0.33,Bad
83,55,36,5.0,36,0.54,Bad
83,53,33,5.48,62,1.0,Bad
97,22,25,5.03,36,1.16,Bad
94,47,39,4.94,22,1.18,Bad
20,16,46,8.03,20,0.84,Bad
25,7,9,7.2,23,0.68,Bad
99,22,16,8.2,41,0.36,Bad
70,42,11,7.08,25,0.3,Bad
89,11,45,7.88,69,0.72,Bad
16,37,6,6.72,38,0.93,Bad
25,10,29,6.35,47,0.52,Bad
25,22,14,6.61,43,0.87,Bad
49,49,42,5.78,35,0.77,Bad
21,26,48,7.13,14,1.14,Bad
44,55,10,8.09,28,0.41,Bad
30,43,31,7.63,48,0.79,Bad
59,55,39,6.35,37,0.61,Good
52,13,14,8.32,37,0.46,Bad
26,39,13,8.44,26,0.56,Bad
41,27,24,6.47,46,0.49,Bad
50,16,41,7.96,53,0.73,Bad
15,56,39,4.52,28,0.76,Bad
97,28,41,4.77,36,1.07,Bad
36,54,44,4.59,59,0.98,Bad
29,44,12,7.59,69,0.5,Bad
34,13,50,4.82,21,1.13,Bad
75,17,58,4.57,12,1.07,Bad
18,44,35,5.09,67,0.83,Bad
62,58,53,5.73,13,0.22,Bad
70,46,47,6.36,56,0.41,Bad
47,21,20,4.76,56,0.99,Bad
12,11,32,6.5,20,0.65,Bad
93,21,10,5.49,43,0.33,Bad
79,59,36,5.6,27,0.61,Bad
64,54,32,7.79,44,0.41,Bad
10,28,15,8.45,27,1.09,Bad
79,6,46,6.36,55,1.09,Bad
54,39,27,5.79,15,0.59,Bad
56,32,34,8.23,43,0.34,Bad
88,23,13,6.5,42,0.56,Bad
35,37,32,7.42,17,0.33,Bad
23,25,28,6.15,51,0.5,Bad
63,57,32,5.31,29,0.97,Bad
80,14,28,7.12,59,0.49,Bad
55,57,19,7.16,29,0.74,Bad
40,50,43,6.34,52,0.32,Bad
97,49,54,5.58,27,0.55,Bad
68,13,37,7.83,36,0.24,Bad
38,42,51,5.6,57,0.75,Bad
26,10,38,7.14,14,0.55,Bad
23,55,26,6.04,16,1.07,Bad
45,57,33,6.39,31,0.59,Bad
67,46,38,5.35,43,0.76,Bad
33,59,46,7.1,52,1.18,Bad
72,39,56,5.4,22,0.84,Bad
34,22,51,6.44,61,0.7,Bad
68,57,14,5.81,41,0.3,Bad
41,23,55,8.35,33,1.02,Bad
91,9,58,8.43,69,0.84,Bad
27,29,49,7.51,25,0.31,Bad
46,15,34,8.44,23,0.45,Bad
35,14,15,4.95,48,0.74,Bad
18,21,58,8.47,16,0.25,Bad
73,40,38,4.91,53,0.92,Bad
81,30,25,6.16,21,0.43,Bad
29,35,17,5.46,29,0.69,Bad
63,36,58,8.32,42,0.44,Bad
95,25,29,7.04,64,0.69,Bad
92,22,58,6.89,15,0.39,Bad
39,22,25,8.49,49,0.79,Bad
62,5,5,6.95,36,1.11,Bad
72,18,9,7.08,22,1.01,Bad
20,12,57,4.68,14,0.44,Bad
40,6,26,7.94,33,0.7,Bad
58,55,11,8.38,19,0.62,Bad
96,19,17,8.34,68,1.17,Bad
28,38,49,5.38,55,1.0,Bad
21,40,56,5.4,65,0.31,Bad
24,5,27,5.96,41,0.37,Bad
40,55,25,5.74,18,0.9,Bad
52,25,10,5.72,58,0.36,Bad
46,46,24,6.92,44,1.15,Bad
88,5,16,7.72,53,1.19,Bad
38,36,44,8.25,21,0.98,Bad
35,24,13,4.77,20,0.23,Bad
11,58,54,5.61,63,0.68,Bad
93,51,32,5.52,45,0.61,Bad
24,40,15,5.93,17,1.0,Bad
13,43,56,6.2,19,0.49,Bad
95,34,36,6.06,23,0.59,Good
59,11,15,8.31,39,0.29,Bad
47,26,28,6.25,10,0.54,Bad
32,54,19,6.71,21,1.17,Bad
68,49,45,7.49,14,1.14,Bad
99,14,39,7.4,23,0.95,Bad
84,12,21,6.83,45,1.11,Bad
37,31,29,7.94,69,0.41,Bad
75,14,53,7.0,26,0.82,Bad
17,18,39,8.0,67,0.7,Bad
38,50,23,5.71,31,0.62,Bad
20,56,45,5.03,40,0.52,Bad
27,58,35,7.78,35,1.07,Bad
64,15,21,6.03,22,0.68,Bad
59,10,59,7.1,12,0.92,Bad
23,25,54,7.45,52,0.91,Bad
83,37,27,5.81,20,0.34,Bad
18,23,51,6.52,14,0.25,Bad
20,43,5,8.08,47,1.04,Bad
72,28,14,8.02,13,0.69,Bad
85,22,12,7.5,41,1.01,Bad
76,39,46,7.55,19,0.5,Bad
62,56,30,8.09,19,1.06,Bad
48,47,38,7.45,53,1.03,Bad
87,41,23,5.86,63,0.58,Bad
65,23,18,4.98,64,0.61,Bad
37,57,12,6.19,27,0.55,Bad
84,28,55,4.85,56,0.23,Bad
48,38,5,4.96,64,0.89,Bad
34,26,52,8.3,32,0.47,Bad
30,8,29,7.2,27,1.08,Bad
19,14,28,7.91,44,1.1,Bad
52,6,51,7.07,12,0.92,Bad
24,12,24,6.17,10,0.38,Bad
92,37,34,4.6,26,0.29,Bad
57,42,9,8.32,51,1.02,Bad
95,47,7,4.78,68,1.09,Bad
30,32,36,6.94,15,0.55,Bad
69,14,21,4.91,66,0.55,Bad
59,49,46,5.64,66,0.59,Bad
32,5,9,5.24,20,1.03,Bad
22,38,15,6.71,23,0.91,Bad
78,7,42,8.05,58,0.32,Bad
13,13,8,7.04,37,0.83,Bad
87,9,43,7.16,48,0.21,Bad
81,46,23,8.14,63,0.91,Bad
18,14,43,7.5,45,0.96,Bad
44,16,50,7.96,20,1.01,Bad
30,22,53,6.17,60,0.83,Bad
67,25,27,7.96,50,0.38,Bad
27,25,21,7.08,67,0.99,Bad
81,5,17,5.04,62,1.1,Bad
90,7,31,4.65,49,0.83,Bad
52,9,5,5.48,61,0.48,Bad
15,29,6,6.01,13,0.38,Bad
95,53,22,7.85,57,0.43,Bad
87,12,40,7.46,15,0.22,Bad
76,21,49,8.32,47,0.21,Bad
21,13,37,6.74,28,0.5,Bad
21,36,40,7.49,40,1.12,Bad
75,10,6,5.6,11,0.82,Bad
11,53,8,7.22,52,0.59,Bad
24,44,20,7.32,34,0.21,Bad
32,25,8,7.89,59,1.19,Bad
38,11,13,6.65,50,0.66,Bad
90,11,53,7.1,69,1.19,Bad
16,51,25,5.31,57,0.92,Bad
37,43,27,7.45,20,0.25,Bad
23,58,56,7.85,55,1.06,Bad
53,31,57,6.87,49,0.73,Good
39,12,6,4.96,68,0.65,Bad
90,13,7,5.75,54,0.96,Bad
41,32,27,6.4,51,0.97,Bad
79,19,30,7.21,64,1.0,Bad
97,6,51,5.78,53,0.96,Bad
15,11,11,7.86,30,0.84,Bad
36,51,40,5.99,12,0.88,Bad
91,22,48,4.67,11,1.06,Bad
97,26,37,7.68,20,0.89,Bad
33,54,53,7.08,33,0.3,Bad
43,14,40,7.71,59,0.85,Bad
49,58,8,5.9,33,0.37,Bad
56,54,58,4.57,30,0.21,Bad
88,37,27,4.8,34,0.41,Bad
84,11,29,4.95,13,0.35,Bad
95,7,45,7.72,49,0.3,Bad
33,18,30,5.71,52,0.41,Bad
74,48,32,8.49,56,0.76,Bad
27,50,32,7.53,32,0.35,Bad
53,40,25,6.9,69,0.48,Bad
85,17,14,8.43,33,1.05,Bad
66,20,31,5.77,30,1.09,Bad
37,20,55,5.16,11,0.53,Bad
80,58,55,7.45,32,1.1,Good
32,9,19,5.61,60,0.79,Bad
94,56,58,8.34,24,0.43,Bad
43,29,21,8.45,67,0.95,Bad
20,42,43,8.21,35,1.12,Bad
95,42,39,8.28,35,0.86,Bad
44,54,9,6.96,37,0.4,Bad
51,42,20,7.27,68,0.29,Bad
37,43,27,4.88,35,0.43,Bad
91,52,43,7.55,54,0.54,Bad
87,45,52,5.31,11,0.53,Bad
91,30,13,7.86,44,0.7,Bad
33,17,37,8.35,41,0.71,Bad
17,48,39,5.35,39,0.67,Bad
62,55,44,4.81,55,0.54,Bad
81,30,54,6.44,29,0.31,Bad
13,59,28,7.67,67,0.62,Bad
14,59,28,7.58,22,1.19,Bad
58,5,54,7.29,36,0.85,Bad
39,12,28,7.78,32,0.64,Bad
81,8,23,5.2,67,0.28,Bad
72,25,43,7.11,25,0.41,Bad
56,26,29,6.92,40,0.77,Bad
35,55,56,5.11,21,0.7,Bad
66,57,35,6.16,42,0.22,Bad
46,41,42,7.91,47,0.29,Bad
16,53,29,8.39,54,0.56,Bad
49,7,31,7.16,41,0.34,Bad
48,23,36,8.19,63,1.16,Bad
71,5,15,5.03,65,0.23,Bad
87,33,9,8.4,11,1.17,Bad
62,27,48,4.63,59,0.86,Bad
13,37,37,6.61,58,0.61,Bad
91,59,23,5.66,60,0.74,Bad
34,56,47,7.76,32,0.61,Bad
16,45,51,5.37,41,0.77,Bad
37,27,20,4.55,24,0.35,Bad
78,9,39,6.16,49,0.32,Bad
76,11,15,4.76,64,0.73,Bad
29,10,15,5.66,50,0.27,Bad
92,53,14,7.07,49,0.49,Bad
20,26,38,5.68,17,1.13,Bad
76,53,56,5.48,52,1.08,Bad
96,17,9,5.12,59,1.03,Bad
16,16,27,5.04,58,0.71,Bad
32,8,59,6.6,31,0.23,Bad
70,12,29,7.23,64,0.32,Bad
80,41,33,6.31,47,1.12,Good
43,35,44,4.99,64,1.04,Bad
28,41,17,7.09,65,0.58,Bad
67,49,51,6.73,43,0.93,Good
18,30,36,6.03,10,1.05,Bad
57,47,38,5.82,19,0.82,Bad
91,12,16,5.23,49,1.05,Bad
50,44,28,5.09,25,0.44,Bad
57,37,44,5.86,33,0.66,Bad
54,49,25,4.67,55,0.78,Bad
34,33,33,6.25,33,0.83,Bad
87,9,55,6.91,57,1.19,Bad
34,32,27,8.27,23,1.05,Bad
28,57,37,7.0,35,0.26,Bad
48,44,12,7.0,48,0.37,Bad
88,21,46,6.0,27,0.86,Bad
89,59,17,5.03,29,0.44,Bad
36,27,9,6.29,50,0.36,Bad
83,49,58,6.89,65,0.87,Bad
72,13,45,7.4,45,0.74,Bad
77,6,14,7.8,33,1.01,Bad
28,36,18,5.52,35,0.52,Bad
37,55,28,5.46,38,0.53,Bad
94,56,15,6.76,57,0.35,Bad
87,53,50,6.76,31,0.85,Good
42,35,7,5.37,20,0.91,Bad
19,11,33,6.85,50,0.34,Bad
92,34,57,5.88,58,0.45,Bad
39,7,52,7.06,63,0.35,Bad
31,55,56,5.66,20,0.95,Bad
12,55,34,6.87,61,0.41,Bad
91,13,53,7.57,12,0.35,Bad
84,14,41,8.42,30,0.27,Bad
57,50,11,8.14,67,1.03,Bad
11,54,21,6.51,20,0.32,Bad
85,51,24,6.45,17,0.23,Bad
63,30,58,6.25,40,0.26,Bad
15,5,15,4.61,68,0.57,Bad
49,34,48,5.16,19,0.8,Bad
11,42,29,4.74,15,0.6,Bad
82,19,28,7.29,26,0.66,Bad
11,29,6,6.15,47,1.12,Bad
83,10,31,4.76,16,0.96,Bad
64,22,23,7.26,41,0.54,Bad
81,5,33,7.08,22,0.35,Bad
69,7,41,7.38,15,0.95,Bad
15,21,15,6.9,12,0.77,Bad
28,52,59,5.15,36,1.16,Bad
36,12,23,4.75,66,1.11,Bad
10,53,32,7.77,54,0.76,Bad
42,44,43,5.36,51,0.27,Bad
49,21,25,6.67,35,0.23,Bad
41,29,30,6.44,13,1.04,Bad
78,45,26,8.18,46,0.9,Bad
26,16,10,6.71,30,0.76,Bad
17,33,15,6.82,60,0.89,Bad
66,29,18,5.78,37,0.74,Bad
51,55,40,8.33,27,0.78,Bad
18,40,44,6.95,65,0.43,Bad
96,57,45,4.52,41,0.66,Bad
44,58,6,6.72,48,0.21,Bad
80,29,47,5.96,62,0.87,Bad
88,33,24,4.63,42,0.53,Bad
62,15,26,6.23,35,0.86,Bad
63,8,43,7.59,26,1.13,Bad
93,18,8,6.52,65,0.79,Bad
34,50,33,7.06,61,0.53,Bad
76,42,50,7.06,38,0.41,Bad
71,21,28,7.18,29,0.45,Bad
64,6,5,6.05,39,1.19,Bad
55,12,28,5.98,66,0.82,Bad
33,40,34,4.52,59,0.64,Bad
55,14,16,5.12,14,0.43,Bad
31,11,23,8.3,63,0.97,Bad
20,40,41,7.87,15,0.59,Bad
57,20,44,5.6,51,0.5,Bad
17,18,47,6.1,69,0.42,Bad
48,20,58,8.26,60,0.39,Bad
44,29,8,5.5,19,0.47,Bad
58,45,19,6.63,15,0.83,Bad
55,8,24,4.59,19,0.44,Bad
47,33,48,6.98,51,0.26,Bad
17,10,24,8.22,30,0.56,Bad
63,5,58,8.04,53,0.78,Bad
46,43,59,6.51,65,0.26,Bad
49,5,25,7.1,13,0.65,Bad
43,55,14,6.78,22,0.25,Bad
88,44,34,4.77,67,0.97,Bad
26,7,28,5.13,19,1.07,Bad
42,5,52,8.36,25,1.16,Bad
56,5,59,5.52,28,0.89,Bad
61,43,44,6.04,15,0.83,Bad
